name	PMNL	PBMC	count	r	sig
SLC25A37	25.1853583333333	1.11477466666667	91	5.14544368921679	PMNL
ADGRG3	21.5866428571429	0.971873	89	5.12090974152921	PMNL
THBD	23.4061	1.06113	93	5.11089370922157	PMNL
TMC4	24.285254	1.105199	69	5.10538496794242	PMNL
PTMS	9.70698	0.457574	51	5.05462799520123	PMNL
TNNI2	33.93716	1.618604	66	5.03772632767603	PMNL
NLRP6	51.2674666666667	2.44824333333333	69	5.03590720825412	PMNL
MAP1LC3A	50.545015	2.41612075	106	5.03448680986523	PMNL
APOBEC3A	52.77105	2.551737	92	5.01787760128353	PMNL
MIDN	244.3995	11.9298333333333	145	5.00427799997487	PMNL
SOCS3	189.075	9.30159	259	4.99301991856882	PMNL
AMPD2	66.7304055555555	3.29393777777778	59	4.98814152317759	PMNL
SLC45A4	19.93815	1.0046705	237	4.95841968605135	PMNL
RP11-420N3.3	0.0472108	0.00239478	73	4.94883435748984	PMNL
SFN	44.194	2.27092	59	4.93018418592289	PMNL
SMIM25	38.91505	2.0106275	179	4.92229294027053	PMNL
MMP25	35.8039333333333	1.88432	281	4.89568465350541	PMNL
CD93	29.5396	1.57847	212	4.87373400329211	PMNL
CHRNE	40.3077333333333	2.15466	75	4.87320697753806	PMNL
NAMPT	89.4687909090909	4.88243454545455	1178	4.84339437070512	PMNL
ADM	57.4569142857143	3.17496714285714	96	4.82534940768239	PMNL
BEST1	38.5691875	2.13936125	301	4.81987919378794	PMNL
TNFRSF12A	39.7421	2.21498	60	4.81298498968939	PMNL
RP5-906C1.1	9.48113	0.52989	275	4.80897666857836	PMNL
TIGD3	89.7145	5.02522	267	4.80576497440869	PMNL
CEACAM4	12.2607	0.696885	91	4.78465939613162	PMNL
ASIC2	0.0537396	0.00309615	65	4.76512076938884	PMNL
S100A9	109.283	6.39636	369	4.74235650388333	PMNL
S100P	28.0554	1.65786	109	4.72856685455793	PMNL
C19orf35	12.3127	0.73944	100	4.70525271991065	PMNL
ITGAX	69.7527	4.20549428571429	92	4.69958424114918	PMNL
APOBR	37.574	2.26987	175	4.69673558892013	PMNL
TREM1	72.2054714285714	4.41000714285714	61	4.6809377243575	PMNL
KIAA1217	0.0572925	0.0035138	53	4.67492476867082	PMNL
PDLIM7	34.9340769230769	2.16513153846154	51	4.65979089827122	PMNL
CTD-2020K17.1	28.6425066666667	1.7884	56	4.64909885969731	PMNL
RP11-1334A24.6	6.01288	0.377918	57	4.63959348603834	PMNL
SCARF1	17.342075	1.0987535	74	4.62801932231198	PMNL
RP11-54A4.2	131.803	8.3719	1329	4.62436677824516	PMNL
PIM3	250.238	15.9623	297	4.61824289767517	PMNL
BCL3	52.4643714285714	3.38244142857143	54	4.60288362259547	PMNL
ERF	79.97586	5.274534	227	4.57013151656037	PMNL
VNN3	6.66979333333333	0.441504833333333	52	4.56482338200632	PMNL
B4GALT2	18.421265	1.219709	55	4.56444570133579	PMNL
LIMCH1	0.163092	0.0108273	54	4.56062304738436	PMNL
SLC19A1	25.0667818181818	1.67593236363636	67	4.55042341613643	PMNL
CSF3R	51.1588076923077	3.44757923076923	53	4.53900948785009	PMNL
S100A8	177.328666666667	11.9914	181	4.53403622934357	PMNL
SECTM1	21.305675	1.45550625	63	4.51932727902466	PMNL
PROK2	7.063135	0.4874535	96	4.5046546242938	PMNL
TREML2	22.2389	1.55998	279	4.48116845131395	PMNL
RP11-654A16.3	0.446979	0.0314416	78	4.47714297108913	PMNL
DBN1	6.97942	0.493187142857143	56	4.47058251567492	PMNL
C10orf105	7.96928	0.563491	240	4.4696673731911	PMNL
RP11-723O4.6	0.743981	0.05321	53	4.45317892853887	PMNL
MAK	1.071047	0.07718194	67	4.4422971322771	PMNL
LINC00677	59.0544	4.29063	138	4.43046561307154	PMNL
MVD	33.68315725	2.47209	55	4.41590666064135	PMNL
TST	9.54787666666667	0.702087666666667	97	4.41313930004716	PMNL
TP53INP2	42.75425	3.150015	191	4.41031969433525	PMNL
SHANK2	0.0751453	0.00559216	67	4.39588778815216	PMNL
GPC5	0.0407949	0.00306164	71	4.38369470336108	PMNL
SPNS2	1.49044	0.111857	71	4.38369330982655	PMNL
KLF2	598.43	45.12485	1839	4.37687091892405	PMNL
B3GNT8	24.8582	1.89357666666667	53	4.36221855392343	PMNL
SLC16A3	140.312586363636	10.7700572727273	110	4.35122906023274	PMNL
COL5A1	0.3494125	0.02684135	85	4.35008454037099	PMNL
MARCKSL1	98.3859	7.80741	305	4.30321809366456	PMNL
SH2B2	16.4507666666667	1.33448666666667	301	4.27148048360586	PMNL
MLF2	42.1522555555556	3.47419333333333	58	4.24854234569488	PMNL
CEBPB	293.405	24.4507	715	4.23262824208352	PMNL
ARHGEF40	21.2735	1.78181428571429	60	4.22532098890534	PMNL
ADGRE3	5.0541775	0.42556975	352	4.21769128004531	PMNL
ARAP3	6.20560833333333	0.526799333333333	51	4.20592967846917	PMNL
CD63	45.7228818181818	3.88469636363636	62	4.20472505186238	PMNL
DAPK2	1.816786	0.1561015	56	4.18851464769886	PMNL
NCAM2	0.0781071	0.00675008	54	4.18015965004606	PMNL
DAB2IP	0.187673	0.0162189	52	4.18015568647958	PMNL
ZNF423	0.1119695	0.00967702	51	4.18008160744181	PMNL
GLUL	96.54995	8.45572916666667	146	4.16095689770293	PMNL
SCO2	222.487333333333	19.5343333333333	495	4.15732173685914	PMNL
MSRB1	29.84048	2.622482	133	4.15594842594074	PMNL
SPATA2L	58.4505	5.14900666666667	311	4.15253178213123	PMNL
NTNG2	36.359805	3.24702475	79	4.13283663509017	PMNL
C5AR2	11.479785	1.02582	79	4.13192857251445	PMNL
RARA-AS1	37.5062	3.36136	110	4.12769459283937	PMNL
LUCAT1	12.7219033333333	1.15439133333333	91	4.10979270979652	PMNL
ALDH1A2	0.346891142857143	0.0315095857142857	97	4.1083027730649	PMNL
PADI2	5.0055525	0.45495975	57	4.10740095638726	PMNL
SEC14L1	27.1452788888889	2.46981011111111	54	4.10591173441355	PMNL
RP11-326C3.2	107.788733333333	9.86667333333333	108	4.09718129190051	PMNL
DENND3	24.1753	2.2273695	57	4.08780343920712	PMNL
KIAA1211L	0.298914	0.0277459	56	4.07706642241552	PMNL
LILRB3	29.2432857142857	2.72477714285714	74	4.07157773485639	PMNL
ZDHHC18	29.43666	2.75692	95	4.06416713701434	PMNL
KDM6B	144.5114	13.58168	263	4.05913191432664	PMNL
C5AR1	26.9876976666667	2.55295166666667	70	4.04974623484974	PMNL
RP11-274B18.4	1.09779	0.104095	151	4.04631188362458	PMNL
ADAM8	71.3824555555556	6.78669666666667	61	4.04247055224551	PMNL
DNAJB5	7.027676	0.6689256	56	4.04081247516934	PMNL
TNFAIP2	54.8202	5.22577272727273	56	4.03867376361274	PMNL
NFASC	0.880562733333333	0.0843675733333333	58	4.03134773707654	PMNL
ZNF467	25.09875	2.409285	303	4.02862100577269	PMNL
MYO10	0.2081335	0.01998595	74	4.02813359549723	PMNL
CATIP	4.232965	0.40923	60	4.0183672034521	PMNL
LRWD1	48.9688142857143	4.74175285714286	90	4.0160533470629	PMNL
RP11-739B23.1	17.2311	1.67527	85	4.01023172691427	PMNL
GTF2IRD1	0.360637	0.0351383666666667	72	4.00711084141553	PMNL
TYMP	162.072	15.86185	426	4.00068437734723	PMNL
LRFN1	13.1253	1.28968	156	3.99494780909031	NONE
STX3	7.50599666666667	0.738618666666667	115	3.99282448038396	NONE
PLEKHG2	30.723235125	3.02476875	64	3.99211584307347	NONE
LILRA6	12.9982333333333	1.29303333333333	71	3.97716663847283	NONE
RP4-655C5.4	2.0518	0.204598	56	3.97370862233217	NONE
CDH13	0.04448345	0.0044557825	71	3.9672004254606	NONE
PPIF	70.8259	7.122676	364	3.9614682178567	NONE
IL1RAPL1	0.0276338	0.00278615	52	3.95777158751829	NONE
ZFP36	477.318	48.163125	517	3.95663229420939	NONE
CTC-246B18.8	17.7779	1.79976	152	3.95189093687633	NONE
FLOT1	24.370026	2.474586	53	3.94753116299381	NONE
GLT1D1	11.0133866666667	1.12192016666667	955	3.94289870600928	NONE
AC006486.9	40.2794	4.10424	1144	3.94253765079519	NONE
AD000864.6	88.6221	9.14306	283	3.92459998033697	NONE
AC116366.5	11.8805	1.23207	121	3.91712188355129	NONE
ATG2A	51.07226	5.305358	399	3.91470034944194	NONE
INAFM2	25.3132	2.63403	108	3.91222867619288	NONE
SEMA3B	7.80465	0.8129375	51	3.91080005037645	NONE
DOCK4	0.343547166666667	0.0358983	75	3.90620321358299	NONE
CEBPB-AS1	33.5846	3.51448	325	3.9040991554731	NONE
AC073046.25	42.9286	4.49687	73	3.90262850043408	NONE
RGS6	0.05741805	0.00604083	51	3.89636810251308	NONE
LYVE1	3.49529	0.367732	255	3.89636798827656	NONE
CYSTM1	3.186175	0.335557	342	3.89487820972154	NONE
MXD1	71.6543	7.5914	147	3.88629786708406	NONE
ZYX	56.2682333333333	5.96637888888889	97	3.88507562421443	NONE
CTC-250I14.6	50.2575	5.33605	78	3.88317727709147	NONE
JARID2-AS1	117.287	12.4624	136	3.88207174095733	NONE
CTD-3203P2.3	72.7684	7.81324	74	3.86700171365319	NONE
TRIB1	55.14525	5.9542925	68	3.85891708258343	NONE
FPR2	3.6348	0.393676	53	3.85447777523185	NONE
HEXIM1	63.5039	6.88846	327	3.85227426309888	NONE
GRID1	0.04735855	0.005160445	52	3.84573998540381	NONE
VWF	0.2715095	0.0296986	53	3.8402183088075	NONE
FGF8	3.84924	0.425798	57	3.82401500678486	NONE
CACNA1H	0.6140295	0.0679879666666667	57	3.82263909997311	NONE
MYBPC3	12.024975	1.3334975	339	3.82042932867042	NONE
JUNB	485.123	53.8283	1279	3.81959627146291	NONE
RNF222	6.20205	0.689125	64	3.81759001468819	NONE
NFKBID	63.8917966666667	7.10713666666667	80	3.8159728217987	NONE
TSEN34	104.3473	11.61367	264	3.81517987941541	NONE
NR4A3	3.54548	0.395181	121	3.813077927297	NONE
PRKD1	0.107805666666667	0.0121633	55	3.79550887119082	NONE
CSF2RB	32.6157	3.6892675	416	3.79184274706477	NONE
PKP4	4.72214263636364	0.535186	66	3.78901179745348	NONE
IER2	199.266	22.6376333333333	958	3.78558298529492	NONE
CAMKK1	8.74107	1.00144425	249	3.77341024196007	NONE
MEFV	17.7549928571429	2.03649285714286	65	3.77174857997865	NONE
MCAT	10.0119633333333	1.15041866666667	55	3.76917647658692	NONE
RP3-395M20.12	191.541	22.0252	282	3.76810867357437	NONE
SERPINA1	14.0152429411765	1.61207223529412	52	3.76769091558572	NONE
STEAP4	2.14124333333333	0.246833	81	3.76452402224414	NONE
TYROBP	50.6007	5.85345666666667	140	3.75947906003768	NONE
FES	47.1316215384615	5.45428230769231	67	3.75891649707625	NONE
CCDC13	3.88298666666667	0.451123	172	3.75325646544835	NONE
SLIT1	0.1947	0.0226723	53	3.74993268502992	NONE
NOTCH1	35.0749333333333	4.08465	57	3.74983845199032	NONE
BASP1	5.247	0.611094666666667	605	3.74970745424812	NONE
CTD-3252C9.4	40.8827	4.76202	108	3.74952735318227	NONE
PITPNM1	37.850772	4.428817	89	3.74301189389066	NONE
NADK	60.5653294117647	7.09766411764706	94	3.74075841081619	NONE
CEBPD	153.466	18.0172	500	3.73815479623042	NONE
GADD45G	79.4130666666667	9.33685333333333	110	3.73605054200642	NONE
TMCC3	3.21954666666667	0.378964	142	3.73440731101925	NONE
RP11-809O17.1	34.95275	4.11495	75	3.73414162129604	NONE
RP11-47I22.2	4.247805	0.502346	90	3.72764670427817	NONE
SCN1B	6.6183075	0.78315625	72	3.7267727050426	NONE
FAM214B	27.0027666666667	3.19757777777778	238	3.72573833403108	NONE
RP5-1171I10.5	295.925	35.2168	725	3.71857831242449	NONE
ABTB2	0.746357	0.0888531	233	3.7180543131632	NONE
TNFRSF1A	39.7778625	4.736228125	90	3.71783773648611	NONE
PLEKHG3	17.0808563636364	2.03675454545455	63	3.71571873388412	NONE
R3HDM4	48.962825	5.841345	95	3.71499675820884	NONE
RP11-1334A24.5	21.8834	2.61164	100	3.71449141658737	NONE
AP5B1	54.5887	6.54913	406	3.70690962593651	NONE
MAP3K11	32.6256	3.91529666666667	302	3.70649336160624	NONE
PPP1R18	37.0372166666667	4.44729833333333	409	3.70565705218446	NONE
ITGB2-AS1	7.654935	0.919630166666667	64	3.70494689008412	NONE
ANKS1B	0.0290391	0.003491585	55	3.70372520076212	NONE
PPCDC	19.1513441818182	2.30817881818182	103	3.70030121271165	NONE
TPM2	7.85793	0.950724	108	3.69473329007721	NONE
NABP1	49.5877666666667	6.00703555555556	200	3.69294160176479	NONE
PLAUR	26.996550625	3.277948125	64	3.68959261542498	NONE
SMPDL3B	3.00782166666667	0.365606833333333	82	3.68803655139873	NONE
MBOAT2	0.7895536	0.09633724	84	3.68255417085527	NONE
MXD3	26.8585333333333	3.29234777777778	128	3.67587434094709	NONE
RP13-766D20.1	336.007	41.3233	63	3.67114637337253	NONE
KLF16	45.826275	5.6407675	606	3.66989410141397	NONE
MIR3615	380.571	46.9846	51	3.66558821831112	NONE
AC068580.5	44.6824	5.51641	51	3.66558754549536	NONE
SNORA57	518.495	64.0126	119	3.66558472324456	NONE
CTNNA2	0.0226228	0.00279298	51	3.66558281264237	NONE
TMEM8A	18.500775	2.295585	242	3.65833440834357	NONE
GNB2	78.5310384615385	9.74967923076923	135	3.65751877476897	NONE
ICAM1	15.0442333333333	1.86860666666667	288	3.65685822162205	NONE
FAM129A	5.0720175	0.6301705	160	3.656428057991	NONE
ACSL1	10.301219	1.280086	145	3.65618488573661	NONE
LIMK2	11.4177755555556	1.42802666666667	56	3.64686924202324	NONE
CLIC1	25.84256	3.239902	257	3.64340937132954	NONE
LINC01127	1.38126	0.173629	54	3.63958753267404	NONE
RP11-190A12.9	82.0815	10.3448	59	3.63583380178401	NONE
TMEM88	138.231	17.44665	218	3.63374170284478	NONE
A3GALT2	11.2201	1.41645	251	3.6334164121718	NONE
NFE2	15.04092	1.899104	111	3.63318445501562	NONE
STX4	25.9112209090909	3.27232	55	3.63287371333633	NONE
UBE2C	17.6082	2.226635	103	3.63099290681504	NONE
OSM	49.4943	6.2629	128	3.63004209777072	NONE
VASP	37.75416	4.791038	56	3.62590791676065	NONE
RGL4	14.4315677777778	1.83204777777778	146	3.62538146236014	NONE
ATRNL1	0.0387081	0.00493813	52	3.61828123139959	NONE
PDE2A	2.54962871428571	0.326704885714286	99	3.61190969662749	NONE
REPS2	1.0302345	0.13202675	86	3.6117530481798	NONE
LRP1B	0.0257205	0.00329833	77	3.61079349423293	NONE
RP11-459E5.1	3.05251	0.391932	522	3.60900320648803	NONE
RARA	47.30146	6.077286	280	3.60806808108049	NONE
MIR22HG	66.6075526315789	8.5627	373	3.60723054745026	NONE
DYSF	3.30558222222222	0.425226277777778	64	3.60628420049723	NONE
GADD45B	173.824714285714	22.3683	152	3.60578815725422	NONE
KIF26B	0.0690325	0.00894876	60	3.59519849963699	NONE
AC012368.1	26.6382	3.45314	80	3.59519832764814	NONE
RP13-516M14.2	20.1747	2.61527	100	3.59519787710929	NONE
RP11-467L13.7	60.408	7.83076	200	3.59519784412469	NONE
MKNK2	101.119053846154	13.1120384615385	285	3.59477343244012	NONE
CYB5D1	26.926975	3.4962025	52	3.59287397139603	NONE
TFE3	10.8273733333333	1.40634966666667	84	3.59233850661832	NONE
CDC42EP4	11.19228	1.45660157142857	82	3.58950820784872	NONE
B3GNT5	7.43911166666667	0.968681833333333	79	3.58871802238068	NONE
RELT	44.7280571428571	5.82796285714286	80	3.58779896460163	NONE
LINC01970	51.2454	6.69221	226	3.58455034482214	NONE
DLGAP2	0.05552565	0.0072536	78	3.5840677406713	NONE
CALD1	0.147328	0.0192639	51	3.5827423897931	NONE
FOS	357.0498	46.73555	350	3.58121549218196	NONE
MRVI1	1.546936	0.202609	213	3.58032580405826	NONE
RSPH14	0.591155	0.0774562	78	3.57976628229991	NONE
RP11-830F9.7	13.7195	1.80219	63	3.57608733982622	NONE
AC007283.5	56.8894	7.4917	53	3.57247729053881	NONE
RP11-750H9.5	25.2832666666667	3.33380666666667	614	3.57062298756946	NONE
RP11-514P8.2	10.4938	1.386	134	3.5682204959543	NONE
RNASEK	80.10932	10.588325	123	3.56717817336581	NONE
DPEP3	19.7927	2.61635	72	3.56702343467601	NONE
RHOB	198.078	26.2515	755	3.56327934687502	NONE
NFIL3	22.6634	3.00685	540	3.56172196777132	NONE
MRPS15	30.6193	4.073485	410	3.5577882597134	NONE
MINDY1	9.80195	1.30540833333333	107	3.55625009269555	NONE
RASGRP4	13.76823	1.8365125	62	3.55398494167599	NONE
KCNMA1	0.0415756358490566	0.00556914830188679	51	3.54789217123086	NONE
FKBPL	19.8946	2.66493	51	3.54788980871425	NONE
ADAMTS2	0.134423	0.0180063	51	3.54788879951078	NONE
GRIK4	0.0790906	0.0106045333333333	54	3.54650756386858	NONE
FOSB	72.8974230769231	9.78878307692308	128	3.5443488525697	NONE
COL18A1	7.87713428571429	1.06005214285714	68	3.5412180984566	NONE
P3H3	4.68503	0.631142	87	3.53970420802008	NONE
ACTG1	104.98653125	14.2320475	156	3.5306715794724	NONE
ABHD5	12.8057228571429	1.73843142857143	67	3.52861308475401	NONE
EFNA4	8.69734666666667	1.18222333333333	82	3.52675519863129	NONE
ST6GALNAC2	7.93263857142857	1.07838771428571	101	3.52660731185438	NONE
PTPN6	98.2527304347826	13.3774756521739	210	3.52437405647712	NONE
EYS	0.0261828	0.00356552	85	3.52411744567809	NONE
CSF1	7.78956888888889	1.06213633333333	51	3.52225698535909	NONE
ANKRD60	4.81112	0.657201	80	3.51964866259644	NONE
FHL3	15.7451	2.1530175	213	3.51815342857545	NONE
CDKN2D	66.2345	9.061965	266	3.51736951434346	NONE
CASC15	0.113177866666667	0.0155618333333333	53	3.51019036942908	NONE
PLK3	58.9877714285714	8.11434714285714	76	3.50955143473511	NONE
TMEM240	8.911805	1.227925	73	3.50717767907738	NONE
NFAM1	15.5931	2.15233	488	3.50461903497473	NONE
RP13-20L14.10	19.0532	2.63454	52	3.50209278986055	NONE
PCBP3	0.980993818181818	0.135852709090909	55	3.49988316935129	NONE
SLC22A1	6.49661833333333	0.8999255	72	3.49949393229115	NONE
ADORA2A-AS1	1.24988	0.174487	136	3.4882805900129	NONE
TCIRG1	49.5691133333333	6.927606	53	3.48669512637328	NONE
RBFOX3	0.139392333333333	0.0195454	90	3.48193265852881	NONE
SLC6A6	19.8379545454545	2.78166545454545	271	3.48192491380278	NONE
LINC01220	68.80105	9.66415	212	3.47939828953593	NONE
SAT1	172.787455555556	24.2929888888889	123	3.47806903229312	NONE
NINJ1	32.09938	4.516294	156	3.47701658097157	NONE
CDK2AP1	5.08044666666667	0.715146666666667	66	3.47632674778824	NONE
TOB1	95.5637666666667	13.4550666666667	536	3.475996639174	NONE
CCNG2	19.3418121857143	2.72466621428571	111	3.47525402218554	NONE
SNN	39.9077	5.64244	717	3.46995851631828	NONE
TENM2	0.0354594	0.00501452	58	3.46966706940358	NONE
DUSP1	430.964	61.2842	2246	3.46166274186292	NONE
PPP1R35	103.75986	14.79282	88	3.45796188836261	NONE
RAB24	46.1260222222222	6.57829	100	3.45747882811318	NONE
AC005592.2	1.3040345	0.1860996	82	3.45651763825092	NONE
CHST15	18.57022	2.655554	624	3.45358859453215	NONE
PCAT29	0.533074	0.0763424	93	3.45146183069717	NONE
FAM212B	13.6382517142857	1.95477971428571	81	3.45026323332425	NONE
C7orf43	21.7471	3.11927	65	3.44922514706836	NONE
NR4A2	25.25531	3.628601	63	3.44678387748881	NONE
SH3D21	10.45966	1.507392	76	3.44239186938684	NONE
CSRNP1	60.6069	8.77342	1224	3.43595327110389	NONE
ADAMTSL4-AS1	122.547033333333	17.7475333333333	110	3.43532759002798	NONE
CECR2	0.168387666666667	0.0245	51	3.4286152789593	NONE
MYADM	84.0407555555555	12.2288944444444	456	3.42847760908856	NONE
CCDC189	5.7125	0.831459	51	3.42808768972508	NONE
TUBA4A	50.96549	7.41991	82	3.42772955947363	NONE
IER3	52.4387	7.6537	121	3.42408512139155	NONE
RNF31	21.19211825	3.096048	53	3.42271051448495	NONE
P4HA2	3.149841	0.4625115	66	3.41540032164012	NONE
CTB-41I6.1	40.2549	5.91406	81	3.41462607906489	NONE
NALT1	14.6076	2.14608	81	3.41462586303695	NONE
CTD-2527I21.7	27.6605	4.07782	92	3.40963969513116	NONE
C17orf107	50.8578	7.504235	147	3.40837460218725	NONE
RP3-402G11.26	59.5302	8.80827	179	3.40437360299704	NONE
TALDO1	26.4089733333333	3.91139555555556	52	3.40295532929879	NONE
JUND	406.2605	60.2691	582	3.40059713372841	NONE
LINC00528	46.7155	6.93893	174	3.39879865068269	NONE
RP11-242C19.2	1.92712	0.287143	79	3.39428757195444	NONE
LILRA2	6.44931333333333	0.962198166666667	114	3.39242206676549	NONE
BBC3	23.54558	3.518696	162	3.39002593839611	NONE
SLC22A4	4.923925	0.7383585	227	3.38509787394092	NONE
ROR2	0.177946	0.02674148	59	3.38197074426712	NONE
MICALL2	2.719065	0.4093715	111	3.37931052702105	NONE
FAM89B	54.1698666666667	8.16851	162	3.3770281504594	NONE
CBX4	102.315125	15.43745	368	3.37619552122482	NONE
WLS	1.03501225	0.15620625	53	3.37580621861597	NONE
SPTBN4	0.2860875	0.04326685	55	3.37280492708085	NONE
JOSD1	86.12323	13.0525566666667	126	3.36975246521008	NONE
ATG16L2	60.53558	9.1822835	64	3.36854091950046	NONE
CTD-3214H19.16	26.7965	4.06826	204	3.36724324703206	NONE
SKIL	16.44938625	2.4985	122	3.36658209210212	NONE
SLC10A3	27.4253	4.16709	141	3.36607769686538	NONE
MIR4651	539.948	82.1265	69	3.36458321282424	NONE
DEDD2	36.0790153846154	5.48874615384615	358	3.36429390303035	NONE
HLA-L	12.16029	1.853591	94	3.36146524455199	NONE
CALN1	0.06193395	0.0094479625	57	3.36033777633138	NONE
HSPA1A	20.65315	3.150945	88	3.36018781898502	NONE
PRR14	22.6740111111111	3.46055333333333	96	3.35964744619019	NONE
MPZ	36.10155	5.52290333333333	78	3.35624445764374	NONE
ICAM3	15.9856622222222	2.45069222222222	57	3.35319975441937	NONE
CHIT1	0.9675545	0.14837095	53	3.35281673643525	NONE
AC116366.6	13.6638	2.09926	100	3.35008845735477	NONE
SOD2	31.64084625	4.879325625	180	3.34471697445304	NONE
SBNO2	27.25212	4.20574	78	3.34361935374285	NONE
BID	17.788988	2.749288	195	3.34153695008063	NONE
F2RL1	1.83343	0.283535	53	3.34062890482822	NONE
TLE3	28.88826	4.474578	81	3.33834223680965	NONE
RP11-90J7.3	0.127017	0.0196911	85	3.33708844847134	NONE
IRS2	27.4637	4.27218	1652	3.3321641239584	NONE
MAP7	0.317771	0.0494749	117	3.33090123230593	NONE
OAZ1	134.337845454545	20.9515090909091	218	3.32842218830192	NONE
MRVI1-AS1	0.9682435	0.151082	101	3.32772058334257	NONE
NEAT1_1	472.995	73.805	101	3.32771693068217	NONE
YPEL5	67.378461	10.566816	103	3.32042920700732	NONE
CTD-3001H11.2	73.1435	11.4717	76	3.32033292098586	NONE
RP11-103J8.1	0.22261	0.0350562	127	3.31445933631784	NONE
NCF4	9.0445975	1.42927	70	3.30946028294389	NONE
CFAP54	0.0735284	0.0116497	51	3.30569124766349	NONE
ANGPT1	0.1522435	0.02412125	68	3.3056865163057	NONE
NFKBIA	137.0903	21.72159	117	3.30560733827544	NONE
RCN3	12.07339	1.91365	202	3.30511438112023	NONE
ULK1	21.0182833333333	3.34164	76	3.30069907829915	NONE
KDM4B	13.54255	2.15320416666667	111	3.30062484932803	NONE
RP11-830F9.6	3.35858	0.534061	71	3.30045741319814	NONE
NCF2	24.5226428571429	3.90035714285714	174	3.3001187910657	NONE
SLC11A1	45.8366176470588	7.30698117647059	64	3.29683565278333	NONE
EHBP1L1	44.2366181818182	7.06845818181818	56	3.29345609298959	NONE
GGT1	3.23577647058824	0.518271411764706	57	3.29001468738294	NONE
ITPK1	9.79735916666667	1.57186583333333	1014	3.28759730754618	NONE
RNASEK-C17orf49	71.133925	11.4415375	192	3.28393929676862	NONE
BX322557.10	34.95375	5.631965	178	3.28141942878205	NONE
BCL6	34.1266177777778	5.50626888888889	119	3.27943292994747	NONE
CATIP-AS1	84.81985	13.694275	58	3.27851150177764	NONE
DOCK5	5.18095125	0.836630875	82	3.27823632273539	NONE
DGAT1	11.26375	1.8189225	151	3.27821369844121	NONE
ZBTB7C	0.134948269230769	0.0218259807692308	53	3.27597054390363	NONE
