id	bedgraph/WB_pCRO_HK1_1910	bedgraph/WB_pCRO_HK2_1910	bedgraph/WB_pCRO_HK3_1910	bedgraph/WB_pCRO_HK4_1910	bedgraph/WB_pCRO_SL1_1910	bedgraph/WB_pChRO_EK6_2003	bedgraph/WB_pChRO_EK33_2003	bedgraph/WB_pChRO_EK45_2003	bedgraph/WB_pChRO_EK52_2003	bedgraph/WB_pChRO_EK53_2003
chr1:960586-965719;KLHL17;+	21	40	25	76	10	4	0	1	0	0
chr1:966496-975104;PLEKHN1;+	3	4	3	64	0	2	2	0	0	0
chr1:966496-975104;PLEKHN1;+	3	4	3	64	0	2	2	0	0	0
chr1:975198-982117;PERM1;-	0	1	0	23	0	0	0	0	0	0
chr1:975198-982117;PERM1;-	0	1	0	23	0	0	0	0	0	0
chr1:998961-1000172;HES4;-	13	20	15	45	9	8	21	19	3	3
chr1:998963-1000172;HES4;-	13	20	15	45	9	8	21	19	3	3
chr1:1013466-1014539;ISG15;+	35	56	60	79	53	14	21	19	4	4
chr1:1020122-1056119;AGRN;+	12	18	7	156	21	17	21	11	3	3
chr1:1020122-1056119;AGRN;+	12	18	7	156	21	17	21	11	3	3
chr1:1071745-1074307;RNF223;-	0	0	0	0	0	3	4	2	0	1
chr1:1081817-1116356;C1orf159;-	26	59	40	172	11	24	8	6	4	4
chr1:1137016-1144054;LINC01342;+	14	20	16	23	7	2	4	2	2	0
chr1:1167103-1167198;MIR200B;+	0	0	0	0	0	0	0	0	0	0
chr1:1167862-1167952;MIR200A;+	0	0	0	0	0	0	0	0	0	0
chr1:1169004-1169087;MIR429;+	0	0	0	0	0	0	0	0	0	0
chr1:1173905-1197933;TTLL10;+	1	3	1	5	0	0	0	2	2	1
chr1:1179696-1185863;TTLL10;+	1	2	1	1	0	0	0	1	0	0
chr1:1203507-1206709;TNFRSF18;-	3	3	5	9	1	3	8	2	1	1
chr1:1203507-1206709;TNFRSF18;-	3	3	5	9	1	3	8	2	1	1
chr1:1203507-1206709;TNFRSF18;-	3	3	5	9	1	3	8	2	1	1
chr1:1211325-1214168;TNFRSF4;-	7	13	10	21	3	9	12	4	4	3
chr1:1216907-1232067;SDF4;-	81	165	123	225	45	56	36	24	17	19
chr1:1216907-1232067;SDF4;-	81	165	123	225	45	56	36	24	17	19
chr1:1232248-1235040;B3GALT6;+	31	80	71	96	24	16	8	4	2	2
chr1:1242445-1246722;FAM132A;-	4	9	7	14	0	9	5	4	10	9
chr1:1253911-1273854;UBE2J2;-	149	386	263	411	69	71	15	7	17	14
chr1:1253911-1273854;UBE2J2;-	149	386	263	411	69	71	15	7	17	14
chr1:1253911-1273854;UBE2J2;-	149	386	263	411	69	71	15	7	17	14
chr1:1253911-1273854;UBE2J2;-	149	386	263	411	69	71	15	7	17	14
chr1:1280435-1292029;SCNN1D;+	4	12	11	41	4	2	2	1	1	1
chr1:1280435-1292029;SCNN1D;+	4	12	11	41	4	2	2	1	1	1
chr1:1292383-1307889;ACAP3;-	38	110	67	195	20	39	34	11	15	11
chr1:1296109-1296170;MIR6726;-	0	0	1	1	0	2	0	3	0	0
chr1:1308613-1311677;PUSL1;+	31	31	31	82	6	5	6	1	3	4
chr1:1311584-1324687;CPSF3L;-	61	93	102	179	18	61	45	26	23	27
chr1:1311584-1324687;CPSF3L;-	61	93	102	179	18	61	45	26	23	27
chr1:1311584-1324687;CPSF3L;-	61	93	102	179	18	61	45	26	23	27
chr1:1311584-1324687;CPSF3L;-	61	93	102	179	18	61	45	26	23	27
chr1:1311584-1324687;CPSF3L;-	61	93	102	179	18	61	45	26	23	27
chr1:1312501-1312566;MIR6727;-	1	1	0	2	0	0	0	0	0	0
chr1:1324762-1328896;CPTP;+	30	81	77	96	16	14	7	2	5	6
chr1:1331345-1335320;TAS1R3;+	2	20	3	14	2	6	1	0	5	5
chr1:1335277-1349112;DVL1;-	15	28	26	89	6	29	29	16	7	7
chr1:1339649-1339708;MIR6808;-	0	0	0	0	0	0	0	0	0	0
chr1:1352688-1358547;MXRA8;-	1	5	3	19	0	2	3	0	0	0
chr1:1352688-1358794;MXRA8;-	1	5	3	19	0	2	3	0	0	0
chr1:1352688-1358794;MXRA8;-	1	5	3	19	0	2	3	0	0	0
chr1:1352688-1361777;MXRA8;-	4	8	9	26	3	2	4	1	0	0
chr1:1352688-1363541;MXRA8;-	4	9	9	26	3	2	4	1	0	0
chr1:1373729-1375200;AURKAIP1;-	35	57	51	92	17	14	7	6	9	8
chr1:1373729-1375438;AURKAIP1;-	57	98	96	136	38	14	8	6	9	8
chr1:1373730-1375182;AURKAIP1;-	31	53	46	86	15	13	6	6	8	7
chr1:1385710-1399338;CCNL2;-	100	226	172	286	47	85	46	45	54	44
chr1:1385710-1399338;CCNL2;-	100	226	172	286	47	85	46	45	54	44
chr1:1385710-1399338;CCNL2;-	100	226	172	286	47	85	46	45	54	44
chr1:1385710-1399338;CCNL2;-	100	226	172	286	47	85	46	45	54	44
chr1:1392287-1399338;CCNL2;-	76	146	101	181	35	58	36	26	34	30
chr1:1399529-1402046;LOC148413;+	50	87	72	105	31	4	12	5	2	4
chr1:1401895-1407313;MRPL20;-	71	123	90	179	33	26	28	13	15	6
chr1:1401908-1407313;MRPL20;-	71	123	90	179	33	26	28	13	15	6
chr1:1418419-1421444;ANKRD65;-	0	2	0	7	0	0	0	0	0	0
chr1:1418419-1421444;ANKRD65;-	0	2	0	7	0	0	0	0	0	0
chr1:1418419-1421444;ANKRD65;-	0	2	0	7	0	0	0	0	0	0
chr1:1426127-1427787;TMEM88B;+	0	1	1	11	0	0	0	0	0	0
chr1:1430156-1434573;LOC102724312;-	0	0	1	29	0	0	0	0	0	0
chr1:1430156-1434573;LOC102724312;-	0	0	1	29	0	0	0	0	0	0
chr1:1430156-1434573;LOC102724312;-	0	0	1	29	0	0	0	0	0	0
chr1:1435522-1442882;VWA1;+	1	1	1	68	0	0	0	0	0	0
chr1:1435522-1442882;VWA1;+	1	1	1	68	0	0	0	0	0	0
chr1:1449688-1470158;ATAD3C;+	3	4	5	10	1	0	0	1	0	1
chr1:1471754-1496204;ATAD3B;+	38	78	61	204	15	22	10	10	7	9
chr1:1478114-1496204;ATAD3B;+	13	44	21	122	8	17	9	8	5	5
chr1:1512142-1534687;ATAD3A;+	23	42	28	115	8	15	10	6	2	2
chr1:1512142-1534687;ATAD3A;+	23	42	28	115	8	15	10	6	2	2
chr1:1512529-1534687;ATAD3A;+	7	18	8	69	2	13	9	5	2	2
chr1:1534777-1540360;TMEM240;-	11	20	19	42	1	13	9	8	6	6
chr1:1541672-1574882;SSU72;-	276	728	481	846	143	233	139	101	99	110
chr1:1598007-1600096;C1orf233;-	5	3	4	16	3	6	6	6	1	1
chr1:1615414-1630610;MIB2;+	88	170	145	240	35	59	58	25	16	17
chr1:1615414-1630610;MIB2;+	88	170	145	240	35	59	58	25	16	17
chr1:1615414-1630610;MIB2;+	88	170	145	240	35	59	58	25	16	17
chr1:1615414-1630610;MIB2;+	88	170	145	240	35	59	58	25	16	17
chr1:1615414-1630610;MIB2;+	88	170	145	240	35	59	58	25	16	17
chr1:1615864-1630610;MIB2;+	54	110	101	171	20	49	47	18	14	15
chr1:1632180-1634654;MMP23B;+	1	0	1	2	0	2	1	1	1	1
chr1:1632779-1634651;MMP23A;+	0	0	0	0	0	0	0	0	0	0
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1635225-1659097;CDK11B;-	59	159	98	178	26	78	120	93	134	152
chr1:1661477-1692804;SLC35E2B;-	89	250	197	296	68	56	20	10	19	14
chr1:1661477-1692804;SLC35E2B;-	89	250	197	296	68	56	20	10	19	14
chr1:1699938-1701808;MMP23A;+	0	0	1	0	0	0	0	0	0	0
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1702383-1724565;CDK11A;-	84	157	126	197	41	55	71	77	97	86
chr1:1724837-1745999;SLC35E2;-	43	126	78	134	28	11	5	1	8	8
chr1:1727384-1745999;SLC35E2;-	35	100	66	117	25	9	4	0	8	8
chr1:1751231-1758642;NADK;-	156	390	275	377	117	86	14	15	58	50
chr1:1751231-1778470;NADK;-	395	993	684	985	278	181	50	38	92	83
chr1:1751231-1778858;NADK;-	412	1024	713	1020	289	189	58	44	93	83
chr1:1751231-1780069;NADK;-	487	1145	824	1165	354	202	72	57	108	97
chr1:1785284-1891117;GNB1;-	485	1425	917	1585	298	306	220	201	197	202
chr1:1785284-1891117;GNB1;-	485	1425	917	1585	298	306	220	201	197	202
chr1:1785284-1891117;GNB1;-	485	1425	917	1585	298	306	220	201	197	202
chr1:1914826-1917294;CALML6;+	1	1	0	4	0	0	1	0	0	0
chr1:1917589-1919301;TMEM52;-	2	1	2	32	0	2	10	3	1	2
chr1:1921950-2003837;CFAP74;-	5	18	11	41	3	1	2	2	2	3
chr1:2019328-2030753;GABRD;+	0	0	0	4	0	1	2	1	1	1
chr1:2050469-2185395;PRKCZ;+	190	385	315	526	128	99	93	49	47	51
chr1:2073646-2185395;PRKCZ;+	171	345	285	456	118	93	90	48	45	46
chr1:2073985-2185395;PRKCZ;+	171	345	285	456	118	93	90	48	45	46
chr1:2104715-2185395;PRKCZ;+	168	320	269	420	117	84	90	48	40	41
chr1:2184459-2194775;FAAP20;-	62	163	110	173	38	40	37	20	8	13
chr1:2184459-2194775;FAAP20;-	62	163	110	173	38	40	37	20	8	13
chr1:2184459-2194775;FAAP20;-	62	163	110	173	38	40	37	20	8	13
chr1:2184459-2194775;FAAP20;-	62	163	110	173	38	40	37	20	8	13
chr1:2184459-2207733;FAAP20;-	102	225	164	271	51	44	50	22	10	14
chr1:2189548-2194775;FAAP20;-	42	114	80	95	24	31	28	16	7	10
chr1:2189548-2194775;FAAP20;-	42	114	80	95	24	31	28	16	7	10
chr1:2189548-2194775;FAAP20;-	42	114	80	95	24	31	28	16	7	10
chr1:2189548-2212720;FAAP20;-	82	176	134	197	37	36	46	19	9	11
chr1:2191894-2194775;FAAP20;-	39	95	70	83	23	26	22	16	5	7
chr1:2228694-2310213;SKI;+	254	630	444	720	102	441	959	300	97	113
chr1:2321252-2391751;MORN1;-	65	186	120	292	29	23	14	9	12	7
chr1:2350414-2352661;LOC100129534;-	3	9	3	13	1	1	1	0	1	1
chr1:2355174-2391751;MORN1;-	55	155	102	246	27	17	12	9	6	4
chr1:2374853-2391751;MORN1;-	50	135	88	216	24	12	11	8	4	2
chr1:2391774-2405446;RER1;+	130	271	207	304	75	53	31	19	13	17
chr1:2404801-2412571;PEX10;-	31	64	51	93	11	13	14	4	2	4
chr1:2404801-2412571;PEX10;-	31	64	51	93	11	13	14	4	2	4
chr1:2467458-2505530;PLCH2;+	6	22	18	11	2	34	13	13	5	3
chr1:2476314-2505530;PLCH2;+	4	19	16	9	0	27	12	11	5	3
chr1:2476314-2505530;PLCH2;+	4	19	16	9	0	27	12	11	5	3
chr1:2508530-2526628;PANK4;-	106	246	158	288	47	46	44	25	20	21
chr1:2528744-2530245;HES5;-	0	0	0	3	0	0	0	0	0	0
chr1:2549919-2557011;LOC115110;-	93	155	134	163	68	32	55	25	10	13
chr1:2556364-2565622;TNFRSF14;+	191	461	344	409	126	84	81	33	31	29
chr1:2556364-2565622;TNFRSF14;+	191	461	344	409	126	84	81	33	31	29
chr1:2566534-2584534;LOC100996583;+	101	278	219	251	72	60	56	23	23	20
chr1:2586459-2591469;FAM213B;+	22	42	21	78	5	19	62	23	4	5
chr1:2586459-2591469;FAM213B;+	22	42	21	78	5	19	62	23	4	5
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2586749-2591469;FAM213B;+	14	31	18	66	5	19	61	23	3	4
chr1:2590641-2633042;MMEL1;-	3	2	2	4	1	3	2	3	2	1
chr1:2641367-2789665;TTC34;-	36	84	70	103	24	2	7	2	4	4
chr1:3021481-3022903;ACTRT2;+	0	0	0	0	0	0	0	0	0	0
chr1:3059616-3067725;LINC00982;-	0	0	0	19	0	0	0	0	0	0
chr1:3064071-3067725;LINC00982;-	0	0	0	7	0	0	0	0	0	0
chr1:3069177-3438621;PRDM16;+	7	10	12	219	4	0	5	5	8	6
chr1:3069177-3438621;PRDM16;+	7	10	12	219	4	0	5	5	8	6
chr1:3127974-3128035;MIR4251;+	0	0	0	0	0	0	0	0	0	0
chr1:3454582-3481113;ARHGEF16;+	1	0	0	35	0	1	0	1	0	0
chr1:3487941-3611495;MEGF6;-	278	665	480	694	113	124	28	24	61	38
chr1:3560695-3560790;MIR551A;-	0	0	0	0	0	0	0	0	0	0
chr1:3624991-3630130;TPRG1L;+	71	133	85	148	45	22	20	12	7	6
chr1:3630766-3650107;WRAP73;-	98	172	114	214	46	23	11	17	11	11
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3652564-3736201;TP73;+	19	36	26	127	19	8	11	5	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3690671-3736201;TP73;+	0	5	9	61	4	2	2	1	1	0
chr1:3698045-3736201;TP73;+	0	5	9	50	4	2	2	1	0	0
chr1:3735983-3746771;TP73-AS1;-	4	13	13	50	6	6	2	1	2	1
chr1:3735983-3747373;TP73-AS1;-	35	61	58	121	12	7	3	1	2	1
chr1:3735983-3747373;TP73-AS1;-	35	61	58	121	12	7	3	1	2	1
chr1:3735983-3747373;TP73-AS1;-	35	61	58	121	12	7	3	1	2	1
chr1:3735983-3747373;TP73-AS1;-	35	61	58	121	12	7	3	1	2	1
chr1:3752400-3771645;CCDC27;+	0	0	0	2	0	0	0	1	0	2
chr1:3772760-3775982;SMIM1;+	3	6	2	26	2	2	0	0	0	0
chr1:3772786-3775982;SMIM1;+	3	6	2	26	2	2	0	0	0	0
chr1:3780219-3796504;LRRC47;-	50	123	81	148	19	33	11	14	7	13
chr1:3812080-3857233;CEP104;-	105	248	175	289	41	39	7	9	17	14
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3857266-3885429;DFFB;+	40	106	72	145	19	14	0	0	8	4
chr1:3889132-3900293;C1orf174;-	46	81	67	135	23	14	15	6	6	7
chr1:3900403-3915447;LINC01134;+	40	56	48	124	23	18	21	9	3	6
chr1:3940611-3952583;LINC01346;+	0	0	1	0	0	0	0	0	0	1
chr1:4412050-4424684;LOC284661;+	0	0	0	0	0	0	0	0	0	0
chr1:4655044-4777794;AJAP1;+	6	19	5	15	2	6	1	2	4	3
chr1:4655044-4783791;AJAP1;+	7	20	6	15	2	7	1	2	5	3
chr1:5564070-5564143;MIR4417;+	0	0	0	0	0	0	0	0	0	0
chr1:5862671-5862741;MIR4689;-	0	0	0	0	0	0	0	0	0	0
chr1:5862807-5992473;NPHP4;-	33	85	52	202	19	18	26	12	18	22
chr1:5862807-5992473;NPHP4;-	33	85	52	202	19	18	26	12	18	22
chr1:5862807-5992473;NPHP4;-	33	85	52	202	19	18	26	12	18	22
chr1:5862807-5992473;NPHP4;-	33	85	52	202	19	18	26	12	18	22
chr1:5992297-6101193;KCNAB2;+	293	808	523	752	142	324	215	130	154	158
chr1:6026012-6101193;KCNAB2;+	249	703	460	628	122	291	168	108	131	132
chr1:6026012-6101193;KCNAB2;+	249	703	460	628	122	291	168	108	131	132
chr1:6034287-6101193;KCNAB2;+	211	601	385	518	96	223	69	53	103	107
chr1:6045920-6101193;KCNAB2;+	188	519	334	456	85	202	50	49	97	103
chr1:6046113-6101193;KCNAB2;+	188	518	334	455	85	202	50	49	97	103
chr1:6101786-6180134;CHD5;-	2	4	7	22	1	0	2	0	0	2
chr1:6185019-6199619;RPL22;-	28	80	47	187	18	12	10	7	8	6
chr1:6204839-6205780;LOC102724450;-	1	0	0	7	0	1	1	0	0	0
chr1:6206128-6221299;RNF207;+	4	8	3	87	2	3	11	3	1	1
chr1:6221192-6235984;ICMT;-	36	64	52	157	21	4	1	1	4	3
chr1:6236239-6239442;LINC00337;+	5	5	6	36	1	0	0	0	0	1
chr1:6244191-6245578;HES3;+	0	0	0	1	0	0	0	0	0	0
chr1:6247345-6260975;GPR153;-	8	9	2	53	2	5	1	2	0	1
chr1:6264271-6358944;ACOT7;-	15	30	21	164	8	12	15	11	5	5
chr1:6264271-6360704;ACOT7;-	26	50	40	195	13	13	17	11	5	5
chr1:6264271-6385823;ACOT7;-	29	53	45	222	15	19	23	16	7	7
chr1:6264271-6393766;ACOT7;-	38	65	60	286	20	29	42	23	12	11
chr1:6415233-6419919;HES2;-	0	0	1	40	0	0	0	0	1	0
chr1:6424787-6460944;ESPN;+	35	58	39	239	17	9	12	8	3	1
chr1:6429833-6429896;MIR4252;-	0	0	0	0	0	0	0	0	0	0
chr1:6461153-6466195;TNFRSF25;-	33	43	38	69	15	20	49	15	6	5
chr1:6461153-6466195;TNFRSF25;-	33	43	38	69	15	20	49	15	6	5
chr1:6461153-6466195;TNFRSF25;-	33	43	38	69	15	20	49	15	6	5
chr1:6461153-6466195;TNFRSF25;-	33	43	38	69	15	20	49	15	6	5
chr1:6461153-6466195;TNFRSF25;-	33	43	38	69	15	20	49	15	6	5
chr1:6464110-6466195;TNFRSF25;-	29	35	35	51	12	16	43	11	3	5
chr1:6466091-6485469;PLEKHG5;-	18	16	10	57	5	2	7	0	0	0
chr1:6466091-6485954;PLEKHG5;-	18	16	10	57	5	2	7	0	0	0
chr1:6466091-6490580;PLEKHG5;-	19	19	10	69	5	4	8	1	0	0
chr1:6466091-6490594;PLEKHG5;-	19	19	10	69	5	4	8	1	0	0
chr1:6466091-6491701;PLEKHG5;-	20	20	15	75	6	4	9	3	0	0
chr1:6466091-6497096;PLEKHG5;-	20	21	17	85	6	4	9	4	0	0
chr1:6466091-6497424;PLEKHG5;-	20	24	19	99	6	5	9	4	0	0
chr1:6466091-6520061;PLEKHG5;-	26	36	21	128	10	11	10	5	3	1
chr1:6521346-6554598;NOL9;-	51	133	103	245	30	36	20	14	14	9
chr1:6555277-6579757;TAS1R1;+	0	1	4	1	3	0	1	2	0	0
chr1:6555277-6579757;TAS1R1;+	0	1	4	1	3	0	1	2	0	0
chr1:6579990-6589280;ZBTB48;+	97	194	140	232	44	43	41	24	12	10
chr1:6579990-6589280;ZBTB48;+	97	194	140	232	44	43	41	24	12	10
chr1:6579990-6589280;ZBTB48;+	97	194	140	232	44	43	41	24	12	10
chr1:6590723-6602898;KLHL21;-	250	576	432	567	165	123	131	65	46	42
chr1:6613695-6624033;PHF13;+	24	42	35	111	14	14	12	8	17	16
chr1:6624864-6633582;THAP3;+	35	68	59	105	17	15	12	10	6	6
chr1:6625149-6633582;THAP3;+	32	63	55	100	16	15	9	10	6	5
chr1:6625149-6635586;THAP3;+	38	82	62	134	18	22	13	15	6	5
chr1:6634167-6701906;DNAJC11;-	52	143	92	305	26	27	11	16	15	17
chr1:6724744-6730012;LOC100505887;+	0	0	0	0	0	0	0	0	0	0
chr1:6727526-6730012;LOC100505887;+	0	0	0	0	0	0	0	0	0	0
chr1:6785323-6872047;CAMTA1;+	62	121	98	244	25	60	64	81	30	36
chr1:6785323-6888201;CAMTA1;+	73	148	115	297	37	75	73	89	38	46
chr1:6785323-6888201;CAMTA1;+	73	148	115	297	37	75	73	89	38	46
chr1:6785323-7769706;CAMTA1;+	146	298	214	689	68	118	119	122	64	84
chr1:7771268-7781432;VAMP3;+	56	136	93	152	21	28	14	14	33	34
chr1:7784428-7845180;PER3;+	12	33	24	79	6	5	3	3	4	7
chr1:7784428-7845180;PER3;+	12	33	24	79	6	5	3	3	4	7
chr1:7784428-7845180;PER3;+	12	33	24	79	6	5	3	3	4	7
chr1:7784428-7845180;PER3;+	12	33	24	79	6	5	3	3	4	7
chr1:7784428-7845180;PER3;+	12	33	24	79	6	5	3	3	4	7
chr1:7847611-7853044;UTS2;-	0	0	0	0	0	2	1	0	0	0
chr1:7847611-7853491;UTS2;-	0	0	0	0	0	2	1	0	0	0
chr1:7915870-7943165;TNFRSF9;-	53	122	82	131	19	5	7	4	2	1
chr1:7961653-7985282;PARK7;+	73	148	122	230	38	37	28	29	7	6
chr1:7961653-7985282;PARK7;+	73	148	122	230	38	37	28	29	7	6
chr1:8011718-8026333;ERRFI1;-	15	16	19	41	5	7	12	11	3	3
chr1:8208671-8215208;LOC102724539;+	0	1	1	0	0	0	0	0	0	0
chr1:8318084-8344167;SLC45A1;+	5	14	10	28	4	1	0	2	1	1
chr1:8352403-8423687;RERE;-	452	1196	877	1212	280	168	70	69	77	70
chr1:8352403-8817640;RERE;-	847	2019	1420	2454	541	314	168	139	145	135
chr1:8352403-8817640;RERE;-	847	2019	1420	2454	541	314	168	139	145	135
chr1:8424644-8435016;LOC102724552;+	88	154	120	180	76	1	5	4	0	1
chr1:8494799-8494913;SNORD128;-	1	0	0	0	0	0	0	0	0	0
chr1:8860999-8871576;ENO1;-	37	88	55	251	16	42	25	18	20	16
chr1:8860999-8879092;ENO1;-	116	201	146	476	55	107	113	74	38	31
chr1:8866501-8866590;MIR6728;-	0	3	0	1	0	0	1	1	0	0
chr1:8878834-8879884;ENO1-AS1;+	48	80	63	107	21	11	24	10	2	2
chr1:8945833-8974444;CA6;+	35	67	53	101	13	0	1	1	1	3
chr1:8945833-8975089;CA6;+	36	67	53	102	13	0	1	1	1	4
chr1:8945833-8975089;CA6;+	36	67	53	102	13	0	1	1	1	4
chr1:8945833-8975089;CA6;+	36	67	53	102	13	0	1	1	1	4
chr1:9003299-9026345;SLC2A7;-	2	1	1	7	1	0	0	0	0	1
chr1:9036945-9069828;SLC2A5;-	4	15	5	11	5	2	1	0	2	1
chr1:9041367-9069828;SLC2A5;-	3	11	2	10	4	2	1	0	0	1
chr1:9104416-9129170;GPR157;-	34	76	44	140	15	8	3	2	5	1
